"","GeoAreaCode","Country","SDG","Year","Value"
"13536",388,"Jamaica","14.b","2016",NA
"14337",388,"Jamaica","14.b","2017",NA
"15138",388,"Jamaica","14.b","2018","40"
"15939",388,"Jamaica","14.b","2019","40"
"80",392,"Japan","14.1","2000",NA
"881",392,"Japan","14.1","2001",NA
"1682",392,"Japan","14.1","2002",NA
"2483",392,"Japan","14.1","2003",NA
"3284",392,"Japan","14.1","2004",NA
"4085",392,"Japan","14.1","2005","1.25"
"4886",392,"Japan","14.1","2006","1.14"
"5687",392,"Japan","14.1","2007","2.05"
"6488",392,"Japan","14.1","2008","1.64"
"7289",392,"Japan","14.1","2009","1.71"
"8090",392,"Japan","14.1","2010","2.1"
"8891",392,"Japan","14.1","2011","2.11"
"9692",392,"Japan","14.1","2012","2.71"
"10493",392,"Japan","14.1","2013","3.1"
"11294",392,"Japan","14.1","2014","1.49"
"12095",392,"Japan","14.1","2015","2.24"
"12896",392,"Japan","14.1","2016","2.71"
"13697",392,"Japan","14.1","2017","2.06"
"14498",392,"Japan","14.1","2018","2.4"
"15299",392,"Japan","14.1","2019","3.68"
"240",392,"Japan","14.5","2000","48.94229"
"1041",392,"Japan","14.5","2001","49.03189"
"1842",392,"Japan","14.5","2002","50.45931"
"2643",392,"Japan","14.5","2003","55.99207"
"3444",392,"Japan","14.5","2004","57.79808"
"4245",392,"Japan","14.5","2005","58.20648"
"5046",392,"Japan","14.5","2006","58.21601"
"5847",392,"Japan","14.5","2007","58.22683"
"6648",392,"Japan","14.5","2008","58.57424"
"7449",392,"Japan","14.5","2009","58.60168"
"8250",392,"Japan","14.5","2010","58.61582"
"9051",392,"Japan","14.5","2011","58.61613"
"9852",392,"Japan","14.5","2012","59.32081"
"10653",392,"Japan","14.5","2013","64.37018"
"11454",392,"Japan","14.5","2014","64.84668"
"12255",392,"Japan","14.5","2015","64.84668"
"13056",392,"Japan","14.5","2016","64.84668"
"13857",392,"Japan","14.5","2017","64.84668"
"14658",392,"Japan","14.5","2018","64.84668"
"15459",392,"Japan","14.5","2019","64.84668"
"400",392,"Japan","14.6","2000",NA
"1201",392,"Japan","14.6","2001",NA
"2002",392,"Japan","14.6","2002",NA
"2803",392,"Japan","14.6","2003",NA
"3604",392,"Japan","14.6","2004",NA
"4405",392,"Japan","14.6","2005",NA
"5206",392,"Japan","14.6","2006",NA
"6007",392,"Japan","14.6","2007",NA
"6808",392,"Japan","14.6","2008",NA
"7609",392,"Japan","14.6","2009",NA
"8410",392,"Japan","14.6","2010",NA
"9211",392,"Japan","14.6","2011",NA
"10012",392,"Japan","14.6","2012",NA
"10813",392,"Japan","14.6","2013",NA
"11614",392,"Japan","14.6","2014",NA
"12415",392,"Japan","14.6","2015",NA
"13216",392,"Japan","14.6","2016",NA
"14017",392,"Japan","14.6","2017",NA
"14818",392,"Japan","14.6","2018","100"
"15619",392,"Japan","14.6","2019","100"
"561",392,"Japan","14.7","2000","NaN"
"1362",392,"Japan","14.7","2001","NaN"
"2163",392,"Japan","14.7","2002","NaN"
"2964",392,"Japan","14.7","2003","NaN"
"3765",392,"Japan","14.7","2004","NaN"
"4566",392,"Japan","14.7","2005","NaN"
"5367",392,"Japan","14.7","2006","NaN"
"6168",392,"Japan","14.7","2007","NaN"
"6969",392,"Japan","14.7","2008","NaN"
"7770",392,"Japan","14.7","2009","NaN"
"8571",392,"Japan","14.7","2010","NaN"
"9372",392,"Japan","14.7","2011","NaN"
"10173",392,"Japan","14.7","2012","NaN"
"10974",392,"Japan","14.7","2013","NaN"
"11775",392,"Japan","14.7","2014","NaN"
"12576",392,"Japan","14.7","2015","NaN"
"13377",392,"Japan","14.7","2016","NaN"
"14178",392,"Japan","14.7","2017","NaN"
"14979",392,"Japan","14.7","2018",NA
"15780",392,"Japan","14.7","2019",NA
"721",392,"Japan","14.b","2000",NA
"1522",392,"Japan","14.b","2001",NA
"2323",392,"Japan","14.b","2002",NA
"3124",392,"Japan","14.b","2003",NA
"3925",392,"Japan","14.b","2004",NA
"4726",392,"Japan","14.b","2005",NA
"5527",392,"Japan","14.b","2006",NA
"6328",392,"Japan","14.b","2007",NA
"7129",392,"Japan","14.b","2008",NA
"7930",392,"Japan","14.b","2009",NA
"8731",392,"Japan","14.b","2010",NA
"9532",392,"Japan","14.b","2011",NA
"10333",392,"Japan","14.b","2012",NA
"11134",392,"Japan","14.b","2013",NA
"11935",392,"Japan","14.b","2014",NA
"12736",392,"Japan","14.b","2015",NA
"13537",392,"Japan","14.b","2016",NA
"14338",392,"Japan","14.b","2017",NA
"15139",392,"Japan","14.b","2018","80"
"15940",392,"Japan","14.b","2019","80"
"81",404,"Kenya","14.1","2000",NA
"882",404,"Kenya","14.1","2001",NA
"1683",404,"Kenya","14.1","2002",NA
"2484",404,"Kenya","14.1","2003",NA
"3285",404,"Kenya","14.1","2004",NA
"4086",404,"Kenya","14.1","2005","4.68"
"4887",404,"Kenya","14.1","2006","10.1"
"5688",404,"Kenya","14.1","2007","1.84"
"6489",404,"Kenya","14.1","2008","14.8"
"7290",404,"Kenya","14.1","2009","8.68"
"8091",404,"Kenya","14.1","2010","1.63"
"8892",404,"Kenya","14.1","2011","35.52"
"9693",404,"Kenya","14.1","2012","9.83"
"10494",404,"Kenya","14.1","2013","7.98"
"11295",404,"Kenya","14.1","2014","6.3"
"12096",404,"Kenya","14.1","2015","12.05"
"12897",404,"Kenya","14.1","2016","4.08"
"13698",404,"Kenya","14.1","2017","6.9"
"14499",404,"Kenya","14.1","2018","2.79"
"15300",404,"Kenya","14.1","2019","9.39"
"241",404,"Kenya","14.5","2000","51.93535"
"1042",404,"Kenya","14.5","2001","51.93535"
"1843",404,"Kenya","14.5","2002","51.93535"
"2644",404,"Kenya","14.5","2003","51.93535"
"3445",404,"Kenya","14.5","2004","51.93535"
"4246",404,"Kenya","14.5","2005","51.93535"
"5047",404,"Kenya","14.5","2006","51.93535"
"5848",404,"Kenya","14.5","2007","51.93535"
"6649",404,"Kenya","14.5","2008","51.93535"
"7450",404,"Kenya","14.5","2009","51.93535"
"8251",404,"Kenya","14.5","2010","51.93535"
"9052",404,"Kenya","14.5","2011","51.93535"
"9853",404,"Kenya","14.5","2012","51.93535"
"10654",404,"Kenya","14.5","2013","51.93535"
"11455",404,"Kenya","14.5","2014","51.93535"
"12256",404,"Kenya","14.5","2015","51.93535"
"13057",404,"Kenya","14.5","2016","51.93535"
"13858",404,"Kenya","14.5","2017","51.93535"
"14659",404,"Kenya","14.5","2018","51.93535"
"15460",404,"Kenya","14.5","2019","51.93535"
"401",404,"Kenya","14.6","2000",NA
"1202",404,"Kenya","14.6","2001",NA
"2003",404,"Kenya","14.6","2002",NA
"2804",404,"Kenya","14.6","2003",NA
"3605",404,"Kenya","14.6","2004",NA
"4406",404,"Kenya","14.6","2005",NA
"5207",404,"Kenya","14.6","2006",NA
"6008",404,"Kenya","14.6","2007",NA
"6809",404,"Kenya","14.6","2008",NA
"7610",404,"Kenya","14.6","2009",NA
"8411",404,"Kenya","14.6","2010",NA
"9212",404,"Kenya","14.6","2011",NA
"10013",404,"Kenya","14.6","2012",NA
"10814",404,"Kenya","14.6","2013",NA
"11615",404,"Kenya","14.6","2014",NA
"12416",404,"Kenya","14.6","2015",NA
"13217",404,"Kenya","14.6","2016",NA
"14018",404,"Kenya","14.6","2017",NA
"14819",404,"Kenya","14.6","2018","NaN"
"15620",404,"Kenya","14.6","2019","NaN"
"562",404,"Kenya","14.7","2000",""
"1363",404,"Kenya","14.7","2001",""
"2164",404,"Kenya","14.7","2002",""
"2965",404,"Kenya","14.7","2003",""
"3766",404,"Kenya","14.7","2004",""
"4567",404,"Kenya","14.7","2005",""
"5368",404,"Kenya","14.7","2006",""
"6169",404,"Kenya","14.7","2007",""
"6970",404,"Kenya","14.7","2008",""
"7771",404,"Kenya","14.7","2009",""
"8572",404,"Kenya","14.7","2010",""
"9373",404,"Kenya","14.7","2011","0.01638"
"10174",404,"Kenya","14.7","2012",""
"10975",404,"Kenya","14.7","2013","0.02334"
"11776",404,"Kenya","14.7","2014",""
"12577",404,"Kenya","14.7","2015","0.02056"
"13378",404,"Kenya","14.7","2016",""
"14179",404,"Kenya","14.7","2017","0.0541"
"14980",404,"Kenya","14.7","2018",NA
"15781",404,"Kenya","14.7","2019",NA
"722",404,"Kenya","14.b","2000",NA
"1523",404,"Kenya","14.b","2001",NA
"2324",404,"Kenya","14.b","2002",NA
"3125",404,"Kenya","14.b","2003",NA
"3926",404,"Kenya","14.b","2004",NA
"4727",404,"Kenya","14.b","2005",NA
"5528",404,"Kenya","14.b","2006",NA
"6329",404,"Kenya","14.b","2007",NA
"7130",404,"Kenya","14.b","2008",NA
"7931",404,"Kenya","14.b","2009",NA
"8732",404,"Kenya","14.b","2010",NA
"9533",404,"Kenya","14.b","2011",NA
"10334",404,"Kenya","14.b","2012",NA
"11135",404,"Kenya","14.b","2013",NA
"11936",404,"Kenya","14.b","2014",NA
"12737",404,"Kenya","14.b","2015",NA
"13538",404,"Kenya","14.b","2016",NA
"14339",404,"Kenya","14.b","2017",NA
"15140",404,"Kenya","14.b","2018","NaN"
"15941",404,"Kenya","14.b","2019","NaN"
"82",414,"Kuwait","14.1","2000",NA
"883",414,"Kuwait","14.1","2001",NA
"1684",414,"Kuwait","14.1","2002",NA
"2485",414,"Kuwait","14.1","2003",NA
"3286",414,"Kuwait","14.1","2004",NA
"4087",414,"Kuwait","14.1","2005","1.17"
"4888",414,"Kuwait","14.1","2006","1.37"
"5689",414,"Kuwait","14.1","2007",NA
"6490",414,"Kuwait","14.1","2008","3.23"
"7291",414,"Kuwait","14.1","2009","3.15"
"8092",414,"Kuwait","14.1","2010","1.98"
"8893",414,"Kuwait","14.1","2011","3.85"
"9694",414,"Kuwait","14.1","2012","7.79"
"10495",414,"Kuwait","14.1","2013","10.12"
"11296",414,"Kuwait","14.1","2014","10.32"
"12097",414,"Kuwait","14.1","2015","7.29"
"12898",414,"Kuwait","14.1","2016","3.91"
"13699",414,"Kuwait","14.1","2017","11.14"
"14500",414,"Kuwait","14.1","2018","7.56"
"15301",414,"Kuwait","14.1","2019","6.07"
"242",414,"Kuwait","14.5","2000","12.94163"
"1043",414,"Kuwait","14.5","2001","12.94163"
"1844",414,"Kuwait","14.5","2002","13.02464"
"2645",414,"Kuwait","14.5","2003","13.02464"
"3446",414,"Kuwait","14.5","2004","13.02464"
"4247",414,"Kuwait","14.5","2005","13.02464"
"5048",414,"Kuwait","14.5","2006","13.02464"
"5849",414,"Kuwait","14.5","2007","13.02464"
"6650",414,"Kuwait","14.5","2008","13.02464"
"7451",414,"Kuwait","14.5","2009","13.02464"
"8252",414,"Kuwait","14.5","2010","13.02464"
"9053",414,"Kuwait","14.5","2011","13.02464"
"9854",414,"Kuwait","14.5","2012","13.02464"
"10655",414,"Kuwait","14.5","2013","13.02464"
"11456",414,"Kuwait","14.5","2014","13.02464"
"12257",414,"Kuwait","14.5","2015","13.02464"
"13058",414,"Kuwait","14.5","2016","32.07588"
"13859",414,"Kuwait","14.5","2017","32.07588"
"14660",414,"Kuwait","14.5","2018","32.07588"
"15461",414,"Kuwait","14.5","2019","32.07588"
"402",414,"Kuwait","14.6","2000",NA
"1203",414,"Kuwait","14.6","2001",NA
"2004",414,"Kuwait","14.6","2002",NA
"2805",414,"Kuwait","14.6","2003",NA
"3606",414,"Kuwait","14.6","2004",NA
"4407",414,"Kuwait","14.6","2005",NA
"5208",414,"Kuwait","14.6","2006",NA
"6009",414,"Kuwait","14.6","2007",NA
"6810",414,"Kuwait","14.6","2008",NA
"7611",414,"Kuwait","14.6","2009",NA
"8412",414,"Kuwait","14.6","2010",NA
"9213",414,"Kuwait","14.6","2011",NA
"10014",414,"Kuwait","14.6","2012",NA
"10815",414,"Kuwait","14.6","2013",NA
"11616",414,"Kuwait","14.6","2014",NA
"12417",414,"Kuwait","14.6","2015",NA
"13218",414,"Kuwait","14.6","2016",NA
"14019",414,"Kuwait","14.6","2017",NA
"14820",414,"Kuwait","14.6","2018",NA
"15621",414,"Kuwait","14.6","2019",NA
"563",414,"Kuwait","14.7","2000",""
"1364",414,"Kuwait","14.7","2001",""
"2165",414,"Kuwait","14.7","2002",""
"2966",414,"Kuwait","14.7","2003",""
"3767",414,"Kuwait","14.7","2004",""
"4568",414,"Kuwait","14.7","2005",""
"5369",414,"Kuwait","14.7","2006",""
"6170",414,"Kuwait","14.7","2007",""
"6971",414,"Kuwait","14.7","2008",""
"7772",414,"Kuwait","14.7","2009",""
"8573",414,"Kuwait","14.7","2010",""
"9374",414,"Kuwait","14.7","2011","0.01308"
"10175",414,"Kuwait","14.7","2012",""
"10976",414,"Kuwait","14.7","2013","0.01267"
"11777",414,"Kuwait","14.7","2014",""
"12578",414,"Kuwait","14.7","2015","0.01093"
"13379",414,"Kuwait","14.7","2016",""
"14180",414,"Kuwait","14.7","2017","0.02114"
"14981",414,"Kuwait","14.7","2018",NA
"15782",414,"Kuwait","14.7","2019",NA
"723",414,"Kuwait","14.b","2000",NA
"1524",414,"Kuwait","14.b","2001",NA
"2325",414,"Kuwait","14.b","2002",NA
"3126",414,"Kuwait","14.b","2003",NA
"3927",414,"Kuwait","14.b","2004",NA
"4728",414,"Kuwait","14.b","2005",NA
"5529",414,"Kuwait","14.b","2006",NA
"6330",414,"Kuwait","14.b","2007",NA
"7131",414,"Kuwait","14.b","2008",NA
"7932",414,"Kuwait","14.b","2009",NA
"8733",414,"Kuwait","14.b","2010",NA
"9534",414,"Kuwait","14.b","2011",NA
"10335",414,"Kuwait","14.b","2012",NA
"11136",414,"Kuwait","14.b","2013",NA
"11937",414,"Kuwait","14.b","2014",NA
"12738",414,"Kuwait","14.b","2015",NA
"13539",414,"Kuwait","14.b","2016",NA
"14340",414,"Kuwait","14.b","2017",NA
"15141",414,"Kuwait","14.b","2018",NA
"15942",414,"Kuwait","14.b","2019",NA
"83",428,"Latvia","14.1","2000",NA
"884",428,"Latvia","14.1","2001",NA
"1685",428,"Latvia","14.1","2002",NA
"2486",428,"Latvia","14.1","2003",NA
"3287",428,"Latvia","14.1","2004",NA
"4088",428,"Latvia","14.1","2005","1.03"
"4889",428,"Latvia","14.1","2006","1.13"
"5690",428,"Latvia","14.1","2007","2.68"
"6491",428,"Latvia","14.1","2008","3.44"
"7292",428,"Latvia","14.1","2009","2.3"
"8093",428,"Latvia","14.1","2010","0.87"
"8894",428,"Latvia","14.1","2011","0.84"
"9695",428,"Latvia","14.1","2012","6.45"
"10496",428,"Latvia","14.1","2013","0.59"
"11297",428,"Latvia","14.1","2014","3.36"
"12098",428,"Latvia","14.1","2015","3.68"
"12899",428,"Latvia","14.1","2016","3.56"
"13700",428,"Latvia","14.1","2017","3.26"
"14501",428,"Latvia","14.1","2018","4.37"
"15302",428,"Latvia","14.1","2019","3.26"
"243",428,"Latvia","14.5","2000","64.11595"
"1044",428,"Latvia","14.5","2001","64.11612"
"1845",428,"Latvia","14.5","2002","67.4987"
"2646",428,"Latvia","14.5","2003","67.4987"
"3447",428,"Latvia","14.5","2004","73.00641"
"4248",428,"Latvia","14.5","2005","73.00641"
"5049",428,"Latvia","14.5","2006","73.00641"
"5850",428,"Latvia","14.5","2007","73.00641"
"6651",428,"Latvia","14.5","2008","96.1354"
"7452",428,"Latvia","14.5","2009","96.1354"
"8253",428,"Latvia","14.5","2010","96.1354"
"9054",428,"Latvia","14.5","2011","96.1354"
"9855",428,"Latvia","14.5","2012","96.1354"
"10656",428,"Latvia","14.5","2013","96.13558"
"11457",428,"Latvia","14.5","2014","96.13558"
"12258",428,"Latvia","14.5","2015","96.13558"
"13059",428,"Latvia","14.5","2016","96.13558"
"13860",428,"Latvia","14.5","2017","96.13558"
"14661",428,"Latvia","14.5","2018","96.13558"
"15462",428,"Latvia","14.5","2019","96.13558"
"403",428,"Latvia","14.6","2000",NA
"1204",428,"Latvia","14.6","2001",NA
"2005",428,"Latvia","14.6","2002",NA
"2806",428,"Latvia","14.6","2003",NA
"3607",428,"Latvia","14.6","2004",NA
"4408",428,"Latvia","14.6","2005",NA
"5209",428,"Latvia","14.6","2006",NA
"6010",428,"Latvia","14.6","2007",NA
"6811",428,"Latvia","14.6","2008",NA
"7612",428,"Latvia","14.6","2009",NA
"8413",428,"Latvia","14.6","2010",NA
"9214",428,"Latvia","14.6","2011",NA
"10015",428,"Latvia","14.6","2012",NA
"10816",428,"Latvia","14.6","2013",NA
"11617",428,"Latvia","14.6","2014",NA
"12418",428,"Latvia","14.6","2015",NA
"13219",428,"Latvia","14.6","2016",NA
"14020",428,"Latvia","14.6","2017",NA
"14821",428,"Latvia","14.6","2018","100"
"15622",428,"Latvia","14.6","2019","100"
"564",428,"Latvia","14.7","2000",""
"1365",428,"Latvia","14.7","2001",""
"2166",428,"Latvia","14.7","2002",""
"2967",428,"Latvia","14.7","2003",""
"3768",428,"Latvia","14.7","2004",""
"4569",428,"Latvia","14.7","2005",""
"5370",428,"Latvia","14.7","2006",""
"6171",428,"Latvia","14.7","2007",""
"6972",428,"Latvia","14.7","2008",""
"7773",428,"Latvia","14.7","2009",""
"8574",428,"Latvia","14.7","2010",""
"9375",428,"Latvia","14.7","2011","0.09382"
"10176",428,"Latvia","14.7","2012",""
"10977",428,"Latvia","14.7","2013","0.0937"
"11778",428,"Latvia","14.7","2014",""
"12579",428,"Latvia","14.7","2015","0.08652"
"13380",428,"Latvia","14.7","2016",""
"14181",428,"Latvia","14.7","2017","0.08849"
"14982",428,"Latvia","14.7","2018",NA
"15783",428,"Latvia","14.7","2019",NA
"724",428,"Latvia","14.b","2000",NA
"1525",428,"Latvia","14.b","2001",NA
"2326",428,"Latvia","14.b","2002",NA
"3127",428,"Latvia","14.b","2003",NA
"3928",428,"Latvia","14.b","2004",NA
"4729",428,"Latvia","14.b","2005",NA
"5530",428,"Latvia","14.b","2006",NA
"6331",428,"Latvia","14.b","2007",NA
"7132",428,"Latvia","14.b","2008",NA
"7933",428,"Latvia","14.b","2009",NA
"8734",428,"Latvia","14.b","2010",NA
"9535",428,"Latvia","14.b","2011",NA
"10336",428,"Latvia","14.b","2012",NA
"11137",428,"Latvia","14.b","2013",NA
"11938",428,"Latvia","14.b","2014",NA
"12739",428,"Latvia","14.b","2015",NA
"13540",428,"Latvia","14.b","2016",NA
"14341",428,"Latvia","14.b","2017",NA
"15142",428,"Latvia","14.b","2018","80"
"15943",428,"Latvia","14.b","2019","80"
"84",422,"Lebanon","14.1","2000",NA
"885",422,"Lebanon","14.1","2001",NA
"1686",422,"Lebanon","14.1","2002",NA
"2487",422,"Lebanon","14.1","2003",NA
"3288",422,"Lebanon","14.1","2004",NA
"4089",422,"Lebanon","14.1","2005","0.67"
"4890",422,"Lebanon","14.1","2006",NA
"5691",422,"Lebanon","14.1","2007","0.85"
"6492",422,"Lebanon","14.1","2008",NA
"7293",422,"Lebanon","14.1","2009",NA
"8094",422,"Lebanon","14.1","2010","0.24"
"8895",422,"Lebanon","14.1","2011","2.26"
"9696",422,"Lebanon","14.1","2012","0.67"
"10497",422,"Lebanon","14.1","2013","0.97"
"11298",422,"Lebanon","14.1","2014","16.42"
"12099",422,"Lebanon","14.1","2015",NA
"12900",422,"Lebanon","14.1","2016",NA
"13701",422,"Lebanon","14.1","2017","2.91"
"14502",422,"Lebanon","14.1","2018","0.61"
"15303",422,"Lebanon","14.1","2019","0.18"
"244",422,"Lebanon","14.5","2000","0.79478"
"1045",422,"Lebanon","14.5","2001","0.79478"
"1846",422,"Lebanon","14.5","2002","0.79478"
"2647",422,"Lebanon","14.5","2003","0.79478"
"3448",422,"Lebanon","14.5","2004","0.79478"
"4249",422,"Lebanon","14.5","2005","0.79478"
"5050",422,"Lebanon","14.5","2006","0.79478"
"5851",422,"Lebanon","14.5","2007","0.79478"
"6652",422,"Lebanon","14.5","2008","0.79478"
"7453",422,"Lebanon","14.5","2009","0.79478"
"8254",422,"Lebanon","14.5","2010","0.79478"
"9055",422,"Lebanon","14.5","2011","0.79478"
"9856",422,"Lebanon","14.5","2012","12.64733"
"10657",422,"Lebanon","14.5","2013","12.64733"
"11458",422,"Lebanon","14.5","2014","12.64733"
"12259",422,"Lebanon","14.5","2015","12.64733"
"13060",422,"Lebanon","14.5","2016","12.64733"
"13861",422,"Lebanon","14.5","2017","12.64733"
"14662",422,"Lebanon","14.5","2018","12.64733"
"15463",422,"Lebanon","14.5","2019","12.64733"
"404",422,"Lebanon","14.6","2000",NA
"1205",422,"Lebanon","14.6","2001",NA
"2006",422,"Lebanon","14.6","2002",NA
"2807",422,"Lebanon","14.6","2003",NA
"3608",422,"Lebanon","14.6","2004",NA
"4409",422,"Lebanon","14.6","2005",NA
"5210",422,"Lebanon","14.6","2006",NA
"6011",422,"Lebanon","14.6","2007",NA
"6812",422,"Lebanon","14.6","2008",NA
"7613",422,"Lebanon","14.6","2009",NA
"8414",422,"Lebanon","14.6","2010",NA
"9215",422,"Lebanon","14.6","2011",NA
"10016",422,"Lebanon","14.6","2012",NA
"10817",422,"Lebanon","14.6","2013",NA
"11618",422,"Lebanon","14.6","2014",NA
"12419",422,"Lebanon","14.6","2015",NA
"13220",422,"Lebanon","14.6","2016",NA
"14021",422,"Lebanon","14.6","2017",NA
"14822",422,"Lebanon","14.6","2018","20"
"15623",422,"Lebanon","14.6","2019","20"
"565",422,"Lebanon","14.7","2000","NaN"
"1366",422,"Lebanon","14.7","2001","NaN"
"2167",422,"Lebanon","14.7","2002","NaN"
"2968",422,"Lebanon","14.7","2003","NaN"
"3769",422,"Lebanon","14.7","2004","NaN"
"4570",422,"Lebanon","14.7","2005","NaN"
"5371",422,"Lebanon","14.7","2006","NaN"
"6172",422,"Lebanon","14.7","2007","NaN"
"6973",422,"Lebanon","14.7","2008","NaN"
"7774",422,"Lebanon","14.7","2009","NaN"
"8575",422,"Lebanon","14.7","2010","NaN"
"9376",422,"Lebanon","14.7","2011","NaN"
"10177",422,"Lebanon","14.7","2012","NaN"
"10978",422,"Lebanon","14.7","2013","NaN"
"11779",422,"Lebanon","14.7","2014","NaN"
"12580",422,"Lebanon","14.7","2015","NaN"
"13381",422,"Lebanon","14.7","2016","NaN"
"14182",422,"Lebanon","14.7","2017","NaN"
"14983",422,"Lebanon","14.7","2018",NA
"15784",422,"Lebanon","14.7","2019",NA
"725",422,"Lebanon","14.b","2000",NA
"1526",422,"Lebanon","14.b","2001",NA
"2327",422,"Lebanon","14.b","2002",NA
"3128",422,"Lebanon","14.b","2003",NA
"3929",422,"Lebanon","14.b","2004",NA
"4730",422,"Lebanon","14.b","2005",NA
"5531",422,"Lebanon","14.b","2006",NA
"6332",422,"Lebanon","14.b","2007",NA
"7133",422,"Lebanon","14.b","2008",NA
"7934",422,"Lebanon","14.b","2009",NA
"8735",422,"Lebanon","14.b","2010",NA
"9536",422,"Lebanon","14.b","2011",NA
"10337",422,"Lebanon","14.b","2012",NA
"11138",422,"Lebanon","14.b","2013",NA
"11939",422,"Lebanon","14.b","2014",NA
"12740",422,"Lebanon","14.b","2015",NA
"13541",422,"Lebanon","14.b","2016",NA
"14342",422,"Lebanon","14.b","2017",NA
"15143",422,"Lebanon","14.b","2018","60"
"15944",422,"Lebanon","14.b","2019","60"
"85",430,"Liberia","14.1","2000",NA
"886",430,"Liberia","14.1","2001",NA
"1687",430,"Liberia","14.1","2002",NA
"2488",430,"Liberia","14.1","2003",NA
"3289",430,"Liberia","14.1","2004",NA
"4090",430,"Liberia","14.1","2005","3.77"
"4891",430,"Liberia","14.1","2006","2.22"
